VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	nDCG	2.450104361265865e-21
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	2.450104361265865e-21
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Recall	1.5311308354175307e-07
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	1.5311308354175307e-07
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Precision	5.3781133437129345e-24
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	5.3781133437129345e-24
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	HR	1.2684808061945102e-22
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	1.2684808061945102e-22
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	F1	2.254268764779404e-16
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	2.254268764779404e-16
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	MAP	9.466086553140509e-23
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	9.466086553140509e-23
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	nDCG	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	Recall	3.615161569359768e-294
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	3.615161569359768e-294
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	Precision	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	HR	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	F1	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	MAP	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	nDCG	1.0553994605806324e-78
EASER_neighborhood=50_l2_norm=1000$0	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	1.0553994605806324e-78
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	Recall	8.982897329843135e-38
EASER_neighborhood=50_l2_norm=1000$0	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	8.982897329843135e-38
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	Precision	5.885732753026786e-103
EASER_neighborhood=50_l2_norm=1000$0	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	5.885732753026786e-103
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	HR	1.2897085238187232e-102
EASER_neighborhood=50_l2_norm=1000$0	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	1.2897085238187232e-102
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	F1	4.985901429966679e-71
EASER_neighborhood=50_l2_norm=1000$0	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	4.985901429966679e-71
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	MAP	2.8661945584447093e-71
EASER_neighborhood=50_l2_norm=1000$0	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	2.8661945584447093e-71
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	nDCG	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	Recall	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	Precision	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	HR	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	F1	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	MAP	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	nDCG	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	Recall	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	Precision	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	HR	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	F1	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	MAP	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	nDCG	0.0
UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	Recall	2.0225274965540267e-288
UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	2.0225274965540267e-288
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	Precision	0.0
UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	HR	0.0
UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	F1	0.0
UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	MAP	0.0
UserKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MostPop	nDCG	0.0
MostPop	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MostPop	Recall	0.0
MostPop	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MostPop	Precision	0.0
MostPop	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MostPop	HR	0.0
MostPop	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MostPop	F1	0.0
MostPop	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MostPop	MAP	0.0
MostPop	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	0.0
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Random_seed=42	nDCG	0.18863156760678723
Random_seed=42	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	nDCG	0.18863156760678723
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Random_seed=42	Recall	0.8259519065673376
Random_seed=42	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Recall	0.8259519065673376
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Random_seed=42	Precision	0.4810887043792632
Random_seed=42	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Precision	0.4810887043792632
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Random_seed=42	HR	0.15364545777203925
Random_seed=42	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	HR	0.15364545777203925
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Random_seed=42	F1	0.4778919883514354
Random_seed=42	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	F1	0.4778919883514354
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	Random_seed=42	MAP	0.08845148532648535
Random_seed=42	VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	MAP	0.08845148532648535
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	nDCG	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	nDCG	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	Recall	9.830381943030274e-273
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Recall	9.830381943030274e-273
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	Precision	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Precision	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	HR	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	HR	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	F1	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	F1	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	MAP	0.0
AttributeUserKNN_nn=50_sim=cosine_profile=binary_bin=False_load=ItemAttributes	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	MAP	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	nDCG	1.599877403494527e-30
EASER_neighborhood=50_l2_norm=1000$0	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	nDCG	1.599877403494527e-30
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	Recall	2.7317581844037725e-11
EASER_neighborhood=50_l2_norm=1000$0	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Recall	2.7317581844037725e-11
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	Precision	3.234070825908932e-42
EASER_neighborhood=50_l2_norm=1000$0	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Precision	3.234070825908932e-42
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	HR	1.0883242598154332e-38
EASER_neighborhood=50_l2_norm=1000$0	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	HR	1.0883242598154332e-38
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	F1	4.798219446735168e-25
EASER_neighborhood=50_l2_norm=1000$0	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	F1	4.798219446735168e-25
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	EASER_neighborhood=50_l2_norm=1000$0	MAP	9.317608899929062e-20
EASER_neighborhood=50_l2_norm=1000$0	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	MAP	9.317608899929062e-20
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	nDCG	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	nDCG	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	Recall	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Recall	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	Precision	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Precision	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	HR	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	HR	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	F1	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	F1	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	MAP	0.0
RP3beta_neighborhood=50_alpha=1$0_beta=0$5_normalize_similarity=True	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	MAP	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	nDCG	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	nDCG	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	Recall	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Recall	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	Precision	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	Precision	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	HR	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	HR	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	F1	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	F1	0.0
AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	MAP	0.0
ItemKNN_nn=50_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	AttributeItemKNN_nn=50_sim=cosine_bin=False_load=ItemAttributes	MAP	0.0
